hcp_name,num_articles,title,authors,journal,publication_year,abstract,hcp_name_short,scraped_from
Karin Johansson,22,low intensity resistance exercise breast cancer patients arm lymphedema compression sleeve,"K Johansson, K Tibe, A Weibull",lymphology,2005.0,"clinical trials effect physicalexercise breast cancer related armlymphedema (ale) rare. the aim ofthis study examine controlled lowintensity arm exercises weights, orwithout compression sleeve, influence breastcancer related ale. thirty…",K Johansson,gs
Karin Johansson,22,factors associated development arm lymphedema following breast cancer treatment match pair casecontrol study,"K Johansson, K Ohlsson, C Ingvar",,2002.0,"we examined factors influence development arm lymphedema followingbreast cancer treatment including specific mode therapy, patient occupation life style. medical record data questionnaire collect information",K Johansson,gs
Karin Johansson,22,breast cancer patients experiences lymphoedema,"K Johansson, H Holmström, I Nilsson",journal of caring,2003.0,the aim study explore employed women's experiences light moderate arm lymphoedema following breast cancer treatment order gain deeper understanding phenomenon. twelve women took semistructured interview. a qualitative,K Johansson,gs
Karin Johansson,22,arm lymphoedema cohort breast cancer survivors 10 years diagnosis,"K Johansson, E Branje",acta oncologica,2010.0,"introduction. arm lymphoedema frequent complication breast cancer treatment. early diagnosis treatment considered important successful management breast cancer related arm lymphoedema (bcrl). the purpose identify bcrl incidence, time",K Johansson,gs
Karin Johansson,22,arm lymphoedema shoulder mobility muscle strength breast cancer treatment a prospective 2year study,"K Johansson, C Ingvar, M Albertsson",advances in,2001.0,"arm lymphoedema impaired shoulder mobility muscle strength known side-effects breast cancer treatment. the aim prospective study follow closely arm volume, range motion shoulder muscle strength",K Johansson,gs
Karin Johansson,22,regeneration european boreal forests effectiveness measures seedling mortality caused pine weevil hylobius abietis,"G Nordlander, C Hellqvist, K Johansson",forest ecology and,2011.0,"successful regeneration conifer forests planting is, large parts europe, highly dependent effective suppression damage caused pine weevil hylobius abietis. we investigated effectiveness combinations control measures pine",K Johansson,gs
Karin Johansson,22,a lifeworld phenomenological study experience falling ill diabetes,"K Johansson, M Ekebergh, K Dahlberg",international journal of nursing,2009.0,background aim the aim study develop knowledge patient perspective falling ill diabetes. the focus process falling ill process useful increase understanding patient group patients met way,K Johansson,gs
Karin Johansson,22,multiplex snp genotyping pooled dna samples fourcolour microarray,"K Lindroos, S Sigurdsson, K Johansson",nucleic acids,2002.0,we selected 125 candidate single nucleotide polymorphisms (snps) genes belonging human type 1 interferon (ifn) gene family genes coding proteins main type 1 ifn signalling pathway screening databases silico comparison dna,K Johansson,gs
Karin Johansson,22,microarray analysis immune challenged drosophila hemocytes,"K Johansson, C Metzendorf, K Söderhäll",experimental cell research,2005.0,"insect hemocytes play multiple roles immunity carry cellular responses like phagocytosis, encapsulation melanization producing humoral effector proteins line defense injury invasion microorganisms. in work,",K Johansson,gs
Karin Johansson,22,moving aging placeto understand migration aging place making centrality occupation,"K Johansson, D Rudman",journal of,2013.0,"‘aging place’ key conceptual framework understanding addressing place aging process. however, aging place critiqued sufficiently providing tools understand relations transactions aging place,",K Johansson,gs
Karin Johansson,22,waterbased exercise patients chronic arm lymphedema randomized controlled pilot trial,"K Johansson, S Hayes, R Speck",american journal of,2013.0,"objective the aim study evaluate feasibility effect water-based exercise program lymphedema status shoulder range motion women breast cancer–related lymphedema. design this single-blinded, randomized controlled",K Johansson,gs
Karin Johansson,22,creating possibilities action presence environmental barriers process ageing place,"K Johansson, S Josephsson, M Lilja",ageing & society,2009.0,"the need understanding ‘ageing place’ progressive process emerged researchers field environmental gerontology. the aim study explore process, relation home modification services. four older adults",K Johansson,gs
Karin Johansson,22,pentoxifylline vitamin e treatment prevention radiationinduced sideeffects women breast cancer phase two doubleblind placebo ,"M Magnusson, P Höglund, K Johansson",european journal of,2009.0,background a previous study shown pentoxifylline combination vitamin e reverse radiation-induced fibrosis. the aim present study investigate drugs prevent radiation-induced side-effects women breast cancer. patients,K Johansson,gs
Karin Johansson,22,threadlike micelles cetyltrimethylammonium bromide aqueous sodium naphthalenesulfonate solutions studied static dynamic light scattering,"W Brown, K Johansson, M Almgren",the journal of physical,1989.0,"conclusions raman data thiophene hds activity measurements suggest molybdenum species present oxidic mo/ti02 catalysts. a surface mo interaction species, tentatively assigned tetrahedral surface molybdate species, formed upto mo loadings",K Johansson,gs
Karin Johansson,22,a comparison longterm effects scarification methods establishment norway spruce,"K Johansson, U Nilsson, G Örlander",forestry,2013.0,"scarification common measure improve planting environment sweden. however, different scarification methods varying results. during early 1990s, nation-wide experiment 10 field installations established order test effect",K Johansson,gs
Karin Johansson,22,un peacekeeping protection sexual violence,"K Johansson, L Hultman",journal of conflict resolution,2019.0,recent years seen increased emphasis protection civilians problem sexual violence. we explore impact united nations (un) peacekeeping occurrence wartime sexual violence. acknowledging difficulty reducing sexual,K Johansson,gs
Karin Johansson,22,kinetics hydration reactions cement paste mechanochemically modified cement 29si magicanglespinning nmr study,"K Johansson, C Larsson, O Antzutkin",cement and concrete,1999.0,a comparative 29 si solid state nmr study kinetics hydration reactions cement pastes based rapid-hardening ordinary portland cement (sh) mechanochemically modified cement (msh) presented. the mechanical activation cement/silica fume,K Johansson,gs
Karin Johansson,22,experts entrepreneurs competence nomads skills paradox higher music education,K Johansson,music education research,2012.0,"in study, one-to-one tuition higher music education (hme) theorised culturally historically grounded activity consisting relationships musicians, instruments, music-making traditions audiences. the ‘skills paradox’, seen",K Johansson,gs
Karin Johansson,22,interactions soil scarification norway spruce seedling types,"K Johansson, U Nilsson, H Allen",new forests,2007.0,"interactions scarification treatments seedling types norway spruce examined different locations southern sweden. the scarification treatments scarified control, mounding soil inversion seedling types 10 week-old",K Johansson,gs
Lola Svensson,9,forssman expression human erythrocytes biochemical genetic evidence new histoblood group,"L Svensson, A Hult, R Stamps","blood, the journal",2013.0,"in analogy histo-blood group a antigen, forssman (fs) antigen terminates α3-n-acetylgalactosamine pathogens host receptor mammals. however, primates including humans lack fs synthase activity naturally occurring fs",L Svensson,gs
Lola Svensson,9,blood group a1 a2 revisited immunochemical analysis,"L Svensson, L Rydberg, L Mattos",vox,2009.0,"background objective the basis blood group a 1 a 2 phenotypes debated decades, chemical basis unresolved. the literature generally identifies glycolipid chemical differences blood group a 1 a 2 phenotypes",L Svensson,gs
Lola Svensson,9,typing human lewis blood group quantitative fluorescenceactivated flow cytometry large differences antigen presentation erythrocytes ,"G Larson, L Svensson, L Hynsjö, A Elmgren",vox,1999.0,"background: lewis phenotyping hemagglutination unreliable routine method lewis antigen designation. now genomic typing lewis gene available. additionally, flow cytometry typing. we wanted compare results lewis typing",L Svensson,gs
Lola Svensson,9,dna sequencing screening point mutations human lewis fut3 gene enables molecular genotyping human lewis blood group,"A Elmgren, C Börjeson, L Svensson, L Rydberg",vox,1996.0,"the human lewis gene encodes α(1,3/1,4)‐fucosyltransferase responsible synthesis le le b antigens. to define molecular background non‐functional lewis genes sequenced pcr‐amplified dna fragments le(a‐b‐) individuals.",L Svensson,gs
Lola Svensson,9,determination lewis fut3 gene mutations pcr sequencespecific primers enables efficient genotyping clinical samples,"A Grahn, A Elmgren, L Åberg, L Svensson",human,2001.0,"we developed polymerase chain reaction method sequence‐specific primers (pcr‐ssp) rapid correct genotyping common lewis (fut3) gene mutations 59t>g, 202t>c, 314c>t, 508g>a, 1067t>a. the pcr‐ssp method validated 20",L Svensson,gs
Lola Svensson,9,the structural basis blood group arelated glycolipids a3 red cell phenotype potential explanation serological phenomenon,"L Svensson, L Bindila, J Ångström",,2011.0,"glycolipids red cells rare blood group a subgroup individual, expressing blood group a 3 phenotype classical mixed-field agglutination phenomenon, a 2(539g>a) /o 1 genotype, unusual blood group a glycolipid profile, submitted",L Svensson,gs
Lola Svensson,9,expression carbohydrate xenoantigens porcine peripheral nerve,"S Magnusson, V Strokan, L Svensson",,2005.0,"background: the use easily revascularized cutaneuos nerve autografts, gold standard, alternative use nerve allografts artificial grafts nerve reconstructing pros cons. nerve xenotransplantation offer potential",L Svensson,gs
Lola Svensson,9,chemical basis abo subgroups,L Svensson,,2011.0,despite abo histo-blood group biologically significant humans chemical structures define phenotypes remain largely unresolved. like blood group systems significant range antigen present,L Svensson,gs
Lola Svensson,9,novel glycolipid variations revealed monoclonal antibody immunochemical analysis weak abo subgroups a,"L Svensson, L Rydberg, Å Hellberg, L Gilliver",vox,2005.0,"… this research lola svensson supported research grants auckland university technology (#sr8907), kiwi ingenuity limited, claes högman sagman-stipendium, baxter medical ab, sweden, governmental alf research grants lund university hospital…",L Svensson,gs
